,id_carrera,nombre_carrera,descripcion_carrera,estado_carrera,fecha_inicio_vigencia_carrera,modalidad,jornada
4342,17d0d4c4-6944-11ed-b07a-0242ac1c0002,Licenciatura en Operario de la elaboración de productos lácteos,Dolor quas tenetur consequatur aut.,Activo,1948-06-03,Distancia,Matutina
4343,17d0d532-6944-11ed-b07a-0242ac1c0002,Tecnología en Director de políticas y planificación,Earum porro totam doloremque quia. Quo explicabo repellat beatae repudiandae quam hic sed.,Inactivo,1974-03-21,Presencial,Vespertina
4344,17d0d596-6944-11ed-b07a-0242ac1c0002,Ingeniería en Empleado de contabilidad y cálculo de costos,Ab illo voluptatum labore eius incidunt laudantium illo.,Activo,1978-08-14,En linea,Matutina
4345,17d0d62c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Trabajador social de nivel medio,Nobis fugit eum quisquam hic. Non rem nam. Voluptas reiciendis magnam voluptatibus.,Inactivo,1951-02-06,Distancia,Intensiva
4346,17d0d69a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Contable,Ab omnis dignissimos eum vel nihil. Vero consequuntur cum repellendus.,Activo,1952-03-06,Distancia,Intensiva
4347,17d0d6fe-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente de maniobras,Aperiam distinctio perspiciatis. Dolorem aspernatur nobis commodi. Quaerat omnis eligendi culpa deleniti praesentium facere.,Activo,1979-02-27,Distancia,En linea
4348,17d0d76c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Inspector de la salud laboral,Numquam qui doloremque repellendus vitae facilis illo libero. Deserunt a eum est optio reprehenderit. Fugit distinctio facere vitae soluta repudiandae quia totam.,Inactivo,1953-07-05,Distancia,Matutina
4349,17d0d7da-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de ventas de tecnología de la información y las comunicaciones,Assumenda incidunt eum cupiditate. Libero atque sint voluptas repudiandae distinctio.,Activo,1966-12-22,En linea,Matutina
4350,17d0d848-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agricultor,Ullam ea molestias accusamus incidunt omnis natus. Aut iusto minima atque provident explicabo laborum.,Inactivo,1941-12-31,Presencial,Intensiva
4351,17d0d8b6-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ayudante de cámara,Inventore natus eligendi similique amet possimus. Numquam eaque assumenda possimus ea iusto pariatur.,Inactivo,1950-04-14,Distancia,Matutina
4352,17d0d91a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Jefe de pequeñas poblaciones,Repellat illum quasi explicabo. Dolore fugit magnam laudantium. Est perferendis nobis totam tempora. Aspernatur quod maxime dolore explicabo.,Inactivo,1950-02-04,Distancia,Vespertina
4353,17d0d988-6944-11ed-b07a-0242ac1c0002,Ingeniería en Bailarín,Est itaque magnam itaque laborum dignissimos ex. Harum sunt harum harum. Odio autem soluta eum ut exercitationem.,Inactivo,1977-08-10,Presencial,Intensiva
4354,17d0d9ec-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operario en cemento armado y enfoscador,Cum recusandae molestiae facere. Iusto officiis atque doloribus similique harum minima.,Inactivo,1953-03-11,En linea,En linea
4355,17d0da64-6944-11ed-b07a-0242ac1c0002,Licenciatura en Operador de máquinas para fabricar productos de papel,Voluptates dolorum consequuntur ullam suscipit. Incidunt ut magnam distinctio perferendis eius dolor.,Activo,1945-06-13,En linea,Intensiva
4356,17d0dac8-6944-11ed-b07a-0242ac1c0002,"Tecnología en Operador de máquinas pulidoras, galvanizadoras y recubridoras de metales ",Dolor quae eum ipsa et voluptatum. Non vitae accusantium ratione aliquid reprehenderit. Rem atque laboriosam.,Activo,1970-08-27,Distancia,En linea
4357,17d0db36-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de nivel medio de medicina tradicional y alternativa,Dolorum aliquid ut odit. Debitis similique suscipit minima. Deserunt nemo eaque natus. Enim voluptates nisi iste.,Inactivo,1963-10-28,Distancia,Vespertina
4358,17d0dbb8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Repartidor,Qui distinctio beatae animi adipisci deleniti. Ipsam sequi illo excepturi dolores sit reprehenderit.,Inactivo,1940-08-12,Distancia,En linea
4359,17d0dc26-6944-11ed-b07a-0242ac1c0002,Licenciatura en Miembro de las fuerzas armadas,A esse veniam necessitatibus dolorum ab.,Inactivo,1965-04-25,Presencial,Intensiva
4360,17d0dc8a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Carpintero,Numquam tempore voluptatibus doloremque. Nulla placeat fuga ea.,Activo,1979-10-12,Presencial,Matutina
4361,17d0dcf8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Sericultor,Dolores mollitia occaecati dignissimos. Consectetur voluptatibus at magni omnis ab.,Inactivo,1940-01-01,Distancia,Vespertina
4362,17d0dd8e-6944-11ed-b07a-0242ac1c0002,Tecnología en Vendedor ambulantes de productos comestibles,Soluta incidunt quod cupiditate ratione quasi. Delectus iure similique officia assumenda esse alias.,Activo,1973-12-08,Distancia,Vespertina
4363,17d0ddf2-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ingeniero en telecomunicaciones,Blanditiis delectus adipisci. Dignissimos cumque laudantium repellendus neque adipisci.,Inactivo,1954-05-15,Distancia,Intensiva
4364,17d0de74-6944-11ed-b07a-0242ac1c0002,Tecnología en Profesional religioso,Cupiditate doloribus reprehenderit eos. Culpa eum nam libero excepturi. Dolore explicabo minima officia.,Activo,1946-01-13,Presencial,Vespertina
4365,17d0deec-6944-11ed-b07a-0242ac1c0002,Ingeniería en Mayordomo doméstico,Unde rerum quidem a saepe. Iure amet perspiciatis magnam distinctio saepe. Voluptatem numquam omnis reiciendis officia unde corrupti.,Inactivo,1960-02-14,En linea,En linea
4366,17d0df50-6944-11ed-b07a-0242ac1c0002,Ingeniería en Tramper,Tempora mollitia voluptates. Ducimus deleniti velit. Vel totam adipisci dignissimos voluptatibus omnis.,Activo,1948-10-01,En linea,En linea
4367,17d0dfd2-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ingeniero metalúrgico,Sequi exercitationem totam fuga neque ullam. Quam quia corrupti optio. Eos et eos animi autem voluptatum ratione.,Activo,1951-08-12,Distancia,En linea
4368,17d0e040-6944-11ed-b07a-0242ac1c0002,Tecnología en Conductor de vehículos accionados a pedal o a brazo,Natus sint explicabo. Quos at adipisci similique impedit. Esse vel voluptatibus voluptates.,Inactivo,1977-12-14,Distancia,En linea
4369,17d0e0a4-6944-11ed-b07a-0242ac1c0002,Tecnología en Revocador,Eum quibusdam beatae quo quisquam esse cum. Nulla qui blanditiis sit eligendi sed. Totam iusto maiores natus reprehenderit odio.,Inactivo,1977-02-24,Distancia,Matutina
4370,17d0e11c-6944-11ed-b07a-0242ac1c0002,Tecnología en Director de servicios de bienestar social,Rerum nisi iste quasi earum et. Tempora iste occaecati.,Activo,1973-08-05,Presencial,Intensiva
4371,17d0e180-6944-11ed-b07a-0242ac1c0002,Ingeniería en Fisioterapeuta,Ut iusto repudiandae excepturi placeat ut. Suscipit maiores ducimus laudantium architecto id neque veniam. Tenetur earum beatae sequi facilis itaque.,Inactivo,1943-12-02,Presencial,Intensiva
4372,17d0e1ee-6944-11ed-b07a-0242ac1c0002,Licenciatura en Director de servicios de tecnología de la información y las comunicaciones,Voluptatibus dignissimos maxime eveniet aperiam quidem consectetur. Explicabo vel laborum inventore quae ut. Minima doloribus harum facere aut cum.,Activo,1941-11-02,Distancia,Matutina
4373,17d0e25c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Audiólogo,Maiores velit nesciunt ab. Debitis maiores hic consequatur nam. Cupiditate explicabo error reiciendis.,Activo,1957-02-08,En linea,Intensiva
4374,17d0e2c0-6944-11ed-b07a-0242ac1c0002,Licenciatura en Farmacéutico,Distinctio dicta consectetur. Illum dolor veritatis dolore sed. Unde beatae nobis veniam vitae.,Inactivo,1975-10-06,Presencial,En linea
4375,17d0e32e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operador de instalaciones de refinación de petróleo y gas natural,Sit hic ut esse rem cum veniam. Porro dolorem error. Assumenda minus quae commodi rem inventore.,Inactivo,1961-10-11,Distancia,Vespertina
4376,17d0e39c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Peón de minas y canteras,Laboriosam doloribus dolorum alias molestiae dignissimos temporibus. Harum accusamus nam. Dolore impedit quod quibusdam.,Activo,1974-03-06,Presencial,Intensiva
4377,17d0e40a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Piloto de aviación,Ab laborum quos voluptas perspiciatis esse earum odit.,Activo,1960-06-15,Distancia,Matutina
4378,17d0e46e-6944-11ed-b07a-0242ac1c0002,Tecnología en Profesional de partería,Accusantium nesciunt tempore illo sequi id dolorum ut. Labore accusamus recusandae labore voluptate quasi similique.,Inactivo,1973-05-18,Presencial,En linea
4379,17d0e504-6944-11ed-b07a-0242ac1c0002,Tecnología en Trabajador ambulante de servicios,Voluptate at laborum sit. Temporibus magni dolor dignissimos. Eum ratione voluptatem ea recusandae est porro. Officia culpa repellat.,Inactivo,1947-03-10,Presencial,Matutina
4380,17d0e572-6944-11ed-b07a-0242ac1c0002,Licenciatura en Secretario administrativo,Voluptatem soluta pariatur cumque soluta ipsa dolor. Minima aspernatur magni.,Activo,1944-07-10,Presencial,Vespertina
4381,17d0e5d6-6944-11ed-b07a-0242ac1c0002,Tecnología en Vendedor por teléfono,Repellat odio accusantium libero quasi corrupti. Accusamus sunt qui. Distinctio ipsum maxime quam eveniet quia aliquid.,Activo,1962-02-28,Distancia,Intensiva
4382,17d0e644-6944-11ed-b07a-0242ac1c0002,Ingeniería en Apicultor,Perferendis nemo eligendi animi consequatur nobis. Incidunt illo quas possimus eius.,Inactivo,1955-08-17,Presencial,Matutina
4383,17d0e6b2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Instructor en tecnologías de la información,Adipisci asperiores labore impedit ipsum aspernatur qui. Rem adipisci dolore consequuntur ullam ullam iusto nulla.,Activo,1944-09-19,Presencial,Intensiva
4384,17d0e720-6944-11ed-b07a-0242ac1c0002,Licenciatura en Trabajador pecuario de subsistencia,Esse reiciendis unde recusandae quis. Saepe laudantium debitis atque. Incidunt architecto officia quo iste enim nulla.,Inactivo,1971-04-08,En linea,En linea
4385,17d0e784-6944-11ed-b07a-0242ac1c0002,Licenciatura en Instructor en tecnologías de la información,Excepturi dignissimos expedita voluptate beatae. Cumque quos veritatis architecto. Optio earum reiciendis assumenda dolore fugiat.,Inactivo,1955-10-15,En linea,Vespertina
4386,17d0e7f2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ayudante de cocina,Et quasi iure ab. Libero deserunt sed fugiat. Adipisci facere dolores ab in id omnis.,Inactivo,1973-02-06,Distancia,Matutina
4387,17d0e856-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de máquinas para elaborar alimentos y productos afines,Occaecati animi quam officia a veritatis explicabo. Tempora laboriosam officia occaecati. Ex esse illum enim nesciunt quos eius.,Inactivo,1947-01-24,Presencial,Matutina
4388,17d0e8c4-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de máquinas de vapor y calderas,Iure quod voluptatem earum asperiores eos ipsa. Optio molestiae alias commodi ea corporis. Non incidunt adipisci error.,Inactivo,1958-07-09,En linea,Vespertina
4389,17d0e932-6944-11ed-b07a-0242ac1c0002,Tecnología en Asistente veterinario,Iusto animi explicabo fugiat. Excepturi praesentium minima tenetur atque. Totam dolore quos dicta asperiores alias iure.,Activo,1952-06-16,Presencial,Vespertina
4390,17d0ea22-6944-11ed-b07a-0242ac1c0002,Tecnología en Ingeniero electricista,Hic perspiciatis recusandae voluptates nulla officia eligendi temporibus. Quisquam sunt eos recusandae perferendis. Repellendus tenetur voluptate eos omnis.,Inactivo,1953-09-16,Distancia,Vespertina
4391,17d0eab8-6944-11ed-b07a-0242ac1c0002,Tecnología en Jefe de pequeñas poblaciones,Possimus rem aspernatur officia et. Soluta molestias facilis harum impedit.,Activo,1966-03-14,Presencial,Matutina
4392,17d0eb58-6944-11ed-b07a-0242ac1c0002,Ingeniería en Inspector de policía,Ullam praesentium nisi modi libero repudiandae. Neque nulla occaecati illum minus rerum cumque reiciendis.,Inactivo,1963-07-21,Presencial,Matutina
4393,17d0ebf8-6944-11ed-b07a-0242ac1c0002,Tecnología en Guardia de protección,Quibusdam occaecati ipsam sapiente facere cupiditate.,Activo,1944-03-16,Presencial,Vespertina
4394,17d0eca2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ensamblador de maquinaria mecánica,Eligendi non sint enim. Enim aspernatur harum unde.,Inactivo,1966-12-09,Presencial,Vespertina
4395,17d0ed10-6944-11ed-b07a-0242ac1c0002,Tecnología en Ensamblador de equipos electrónicos,Quibusdam sit expedita eius facilis possimus ullam sint. Dignissimos ea cum nam vero dolores.,Inactivo,1975-04-01,Distancia,Vespertina
4396,17d0eda6-6944-11ed-b07a-0242ac1c0002,Tecnología en Secretario ejecutivo,Perferendis totam unde porro repudiandae eius. Doloribus repudiandae laudantium hic debitis. Consequuntur tempore laborum quos. Eum explicabo praesentium ex magni.,Inactivo,1953-11-14,En linea,Intensiva
4397,17d0eedc-6944-11ed-b07a-0242ac1c0002,Ingeniería en Técnico en ingeniería de minas y metalurgia,Facere accusamus voluptate sapiente odio. Earum magnam exercitationem praesentium unde nulla officia. Minus odio dolorum repellendus facilis consequuntur.,Inactivo,1940-01-13,Presencial,Intensiva
4398,17d0ef4a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Patronista y cortador de tela,Voluptates quos quia autem nostrum excepturi quo itaque. Fugit dolorem tenetur recusandae ut necessitatibus at eum. Vel provident amet tenetur assumenda.,Inactivo,1940-08-27,Presencial,Intensiva
4399,17d0efae-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesor de enseñanza secundaria,Sunt molestias perferendis molestiae. Quod doloribus culpa esse temporibus iure.,Activo,1951-11-01,Presencial,Matutina
4400,17d0f01c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Trabajador agrícola de subsistencia,Veritatis adipisci eius quae ab consequatur asperiores. Nam odio eos distinctio fuga.,Activo,1973-12-20,En linea,Matutina
4401,17d0f08a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Meteorólogo,Voluptas perferendis esse cupiditate consequatur ad. Quam natus deserunt aperiam et expedita.,Activo,1964-09-16,Distancia,Intensiva
4402,17d0f0f8-6944-11ed-b07a-0242ac1c0002,Tecnología en Sombrerero,Repudiandae minus labore deserunt nobis minima temporibus. Consequuntur iste ea aut. Inventore maxime reprehenderit beatae numquam cum omnis.,Activo,1965-07-21,En linea,Intensiva
4403,17d0f18e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de ventas técnicas y médicas,Officiis aperiam eligendi sapiente similique. Saepe debitis cum tempora dolores. Aut eaque beatae quas beatae ipsum.,Activo,1955-05-30,En linea,Matutina
4404,17d0f1fc-6944-11ed-b07a-0242ac1c0002,Licenciatura en Barrendero,Ad rerum laudantium aliquid hic. Nisi repudiandae rem sint. Soluta error quam fuga nobis natus.,Inactivo,1960-01-15,Distancia,Intensiva
4405,17d0f26a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ingeniero electricista,Praesentium omnis est laboriosam velit atque odio. Reprehenderit sapiente adipisci et. Tenetur beatae magnam quibusdam et quis iusto dolorum.,Inactivo,1976-10-31,Distancia,Intensiva
4406,17d0f2f6-6944-11ed-b07a-0242ac1c0002,Tecnología en Administrador de bases de datos,Quis labore temporibus doloremque nostrum accusamus. Libero blanditiis eum.,Activo,1944-02-27,Presencial,Intensiva
4407,17d0f35a-6944-11ed-b07a-0242ac1c0002,"Ingeniería en Operario de la conservación de frutas, legumbres y verduras",Voluptatem corrupti explicabo maxime dolorem eaque. Porro odio aperiam tenetur repellendus officiis.,Activo,1951-01-01,En linea,Vespertina
4408,17d0f3c8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional del trabajo social,Dolor debitis inventore. Quae magnam deleniti tenetur veritatis vel. Consectetur sed pariatur mollitia.,Activo,1941-02-07,Distancia,Intensiva
4409,17d0f436-6944-11ed-b07a-0242ac1c0002,Ingeniería en Instructor de autoescuela,Odit at cum ducimus necessitatibus esse aliquam.,Inactivo,1977-08-11,Presencial,En linea
4410,17d0f4a4-6944-11ed-b07a-0242ac1c0002,Licenciatura en Recolector de dinero en aparatos de venta automática y lector de medidores,Quis voluptate pariatur deleniti. Eum harum non illo. Veritatis sunt nisi qui reprehenderit debitis modi.,Activo,1946-12-05,En linea,Intensiva
4411,17d0f512-6944-11ed-b07a-0242ac1c0002,Ingeniería en Clasificador de productos,Eum voluptatibus recusandae placeat corrupti ad voluptas. Explicabo eius deserunt. Doloribus magni nulla quod aspernatur inventore.,Activo,1968-05-04,Presencial,En linea
4412,17d0f580-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ayudante de ambulancia,Recusandae deleniti assumenda fugit. Autem voluptate fugit ratione dignissimos. Quis deserunt voluptate.,Activo,1942-12-06,Distancia,Intensiva
4413,17d0f60c-6944-11ed-b07a-0242ac1c0002,Tecnología en Organizador de conferencias y eventos,Saepe earum consequatur eveniet rerum commodi.,Activo,1942-06-26,En linea,En linea
4414,17d0f67a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional en redes de computadores,Inventore fugiat autem earum itaque magni maxime sunt. Vel dolorem eius quod nisi suscipit quos. Ea incidunt nesciunt sunt.,Inactivo,1979-07-31,Presencial,Intensiva
4415,17d0f6e8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Asistente veterinario,Iusto tempora dolorem maxime maxime. Harum voluptatibus corrupti eaque sed praesentium.,Inactivo,1964-08-21,En linea,Matutina
4416,17d0f74c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Desarrollador de software,Eius magnam itaque dolore eligendi rem. Iste vero sequi enim quam.,Activo,1958-01-02,En linea,Matutina
4417,17d0f7ce-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente de seguros,Dicta molestias atque sit ratione quisquam reiciendis. Aperiam cumque occaecati ipsa ullam eius officiis.,Inactivo,1940-05-25,En linea,Intensiva
4418,17d0f83c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Gerente de hoteles o restaurantes,Nemo eum accusantium deleniti. Porro aliquam necessitatibus expedita harum nihil.,Inactivo,1942-04-19,Presencial,En linea
4419,17d0f8aa-6944-11ed-b07a-0242ac1c0002,Licenciatura en Instalador de material aislante y de insonorización,Consequatur debitis tenetur optio. Soluta sunt aliquam cupiditate error at.,Activo,1948-11-07,Distancia,Matutina
4420,17d0f90e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Ayudante de cámara,Animi odio nam impedit mollitia. Aspernatur minima itaque quam vitae nihil iure rerum.,Inactivo,1970-09-18,Presencial,Vespertina
4421,17d0f990-6944-11ed-b07a-0242ac1c0002,"Licenciatura en Técnico en galerías de arte, museos y bibliotecas",Sapiente doloremque nemo perspiciatis illum animi aut. Accusantium illo repellendus officia laboriosam.,Activo,1953-09-08,En linea,Intensiva
4422,17d0f9fe-6944-11ed-b07a-0242ac1c0002,Licenciatura en Inspector de la salud laboral,Officiis possimus ut itaque dolorum iure.,Inactivo,1960-06-19,En linea,Intensiva
4423,17d0fa6c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Cazador,Pariatur voluptatem sequi eligendi. Eum natus at rerum veritatis asperiores. Doloribus vitae architecto deleniti eligendi cumque quibusdam.,Activo,1964-11-01,Presencial,En linea
4424,17d0fada-6944-11ed-b07a-0242ac1c0002,Tecnología en Peón de la construcción de edificios,Autem consequuntur tempore cupiditate. Doloremque odit aut dolorum aliquam accusantium nostrum.,Inactivo,1956-06-19,Distancia,Intensiva
4425,17d0fb3e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Trabajador de explotaciones de acuicultura,Esse quidem neque nobis. Temporibus quisquam culpa doloribus nulla nostrum. Quibusdam cumque occaecati tenetur recusandae facilis fugiat.,Activo,1941-11-23,Distancia,En linea
4426,17d0fbac-6944-11ed-b07a-0242ac1c0002,Tecnología en Secretario jurídicos,Cupiditate placeat error unde iste veritatis quisquam. Iusto voluptas labore sit ut laborum explicabo tempore. Similique dolorem hic ducimus.,Inactivo,1969-07-03,En linea,Matutina
4427,17d0fc10-6944-11ed-b07a-0242ac1c0002,Licenciatura en Pescador de alta mar,Autem nesciunt consequatur et possimus ipsa. Consequuntur autem eius aliquid aut deleniti temporibus. Minus ullam molestias expedita voluptatem sequi recusandae.,Inactivo,1967-12-25,Distancia,En linea
4428,17d0fc7e-6944-11ed-b07a-0242ac1c0002,Tecnología en Agente inmobiliario,Quisquam adipisci quisquam voluptatum exercitationem deleniti provident. Magnam sequi earum quod nisi nulla. Voluptatum qui alias.,Activo,1974-01-30,En linea,En linea
4429,17d0fce2-6944-11ed-b07a-0242ac1c0002,Licenciatura en Meteorólogo,Quibusdam ratione dolor quibusdam deserunt soluta eaque. Vitae quibusdam illum vel. Magni illo adipisci.,Activo,1971-01-16,Presencial,Intensiva
4430,17d0fd78-6944-11ed-b07a-0242ac1c0002,Tecnología en Instalador y reparador en tecnología de la información y las comunicaciones,Autem magni rem atque autem. Vitae libero id quis.,Inactivo,1977-05-24,Distancia,Matutina
4431,17d0fde6-6944-11ed-b07a-0242ac1c0002,Tecnología en Inspector de policía,Maxime fugit porro quia. Nesciunt unde quaerat recusandae.,Activo,1953-09-23,Distancia,Intensiva
4432,17d0fe4a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Electrotécnico,Amet atque esse expedita laboriosam tenetur provident. Ea nostrum corrupti quae.,Activo,1954-03-17,Distancia,Matutina
4433,17d0feb8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Chef,Ratione ducimus reprehenderit necessitatibus consequatur. Nesciunt odio blanditiis quas facilis minima libero. Numquam aspernatur minus pariatur numquam.,Activo,1971-10-29,Presencial,Vespertina
4434,17d0ff26-6944-11ed-b07a-0242ac1c0002,Licenciatura en Guardia de protección,Perspiciatis odit animi dicta. Praesentium earum consectetur soluta vero. Nam consectetur ab at eius esse.,Activo,1959-02-25,En linea,Intensiva
4435,17d0ff94-6944-11ed-b07a-0242ac1c0002,Tecnología en Guardafrenos,Esse explicabo similique dolore consequatur corporis. Numquam ratione voluptas temporibus exercitationem. Necessitatibus voluptate possimus laudantium. Porro molestias ipsa vel numquam officiis.,Activo,1961-10-07,Distancia,Intensiva
4436,17d0fff8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Peón de obras públicas y mantenimiento,Aliquid dolore odit excepturi amet quibusdam placeat. Voluptatem totam nam praesentium praesentium consequatur. Nesciunt expedita sequi minima tempora.,Activo,1979-04-29,Distancia,En linea
4437,17d10066-6944-11ed-b07a-0242ac1c0002,Tecnología en Avicultor,Cumque cumque incidunt in perferendis nostrum. Accusantium nesciunt delectus.,Activo,1948-01-20,En linea,Matutina
4438,17d100d4-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de nivel medio en actividades culturales y artísticas,Maiores dolorum enim dolorum cum dolorem. Beatae recusandae ex quam porro perferendis vel.,Activo,1948-08-19,Presencial,En linea
4439,17d10138-6944-11ed-b07a-0242ac1c0002,Licenciatura en Perforador y sondista de pozos,Illo sunt deleniti voluptatem. Quidem voluptatum doloribus excepturi sequi dolores. Omnis consequatur expedita vero id.,Inactivo,1945-04-15,En linea,En linea
4440,17d1019c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ayudante de cocina,Dolores cum commodi incidunt voluptatibus. Quibusdam asperiores quam perferendis ullam quam facilis pariatur. Quisquam sapiente tempore veritatis possimus rem.,Activo,1958-10-26,Distancia,Vespertina
4441,17d1020a-6944-11ed-b07a-0242ac1c0002,Tecnología en Ingeniero en telecomunicaciones,Corporis sequi excepturi iure ab fugit asperiores facere. Praesentium magni sequi. Eos aliquid voluptatem.,Inactivo,1950-05-31,Presencial,Matutina
4442,17d1026e-6944-11ed-b07a-0242ac1c0002,Tecnología en Catador de bebidas,Earum alias vitae excepturi. Nemo nulla consectetur minima aliquid laboriosam.,Inactivo,1952-10-27,Distancia,En linea
4443,17d102dc-6944-11ed-b07a-0242ac1c0002,Ingeniería en Pulidor de vidrio,Repudiandae deleniti aliquid aspernatur sint incidunt. Illo odio harum consequatur.,Inactivo,1957-12-01,En linea,En linea
4444,17d1034a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Supervisor de industria manufacturera,Omnis soluta quos molestias consectetur quo. Expedita fugit praesentium eveniet magnam.,Activo,1960-04-07,Presencial,Intensiva
4445,17d103ae-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente de servicios de expedición de licencias y permisos,Sunt mollitia provident a. Maiores officia explicabo sint consectetur quisquam. Iste porro aspernatur sit.,Activo,1961-08-20,Distancia,En linea
4446,17d1041c-6944-11ed-b07a-0242ac1c0002,Tecnología en Juez,Ipsam accusamus perferendis pariatur. Fugiat blanditiis minus provident illum molestias. Voluptatem fuga totam cumque alias ea deleniti.,Inactivo,1970-01-09,Presencial,En linea
4447,17d104bc-6944-11ed-b07a-0242ac1c0002,Tecnología en Modisto,Ducimus consectetur nam perferendis quia accusantium ducimus. Magnam quod explicabo error minus. Tempora ab animi iure ducimus minus fugiat consequatur.,Activo,1971-03-12,Presencial,En linea
4448,17d1053e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Agente de administración tributaria,Incidunt veritatis error saepe. Aliquam adipisci et ad natus.,Activo,1945-07-08,Distancia,Intensiva
4449,17d105ac-6944-11ed-b07a-0242ac1c0002,Tecnología en Estadístico,Qui natus voluptas voluptatum. Eius eaque optio molestiae vero quas ipsam nam. Voluptates doloremque maiores sunt veritatis adipisci.,Inactivo,1967-03-05,Presencial,Matutina
4450,17d1061a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Trabajador forestal calificado,Nobis ducimus deleniti placeat reprehenderit aperiam. Quas dignissimos esse mollitia.,Inactivo,1953-05-09,En linea,En linea
4451,17d10688-6944-11ed-b07a-0242ac1c0002,Tecnología en Cajero,Ex aliquid numquam maxime. Vel omnis autem nobis dolorem. Ad nam voluptatem deleniti iste corrupti suscipit expedita. Voluptatem qui autem dolor cumque corporis adipisci.,Inactivo,1947-06-24,Presencial,En linea
4452,17d106ec-6944-11ed-b07a-0242ac1c0002,Tecnología en Sombrerero,Fugit corrupti fugiat neque molestiae. Atque nobis minus est distinctio tempore facere commodi.,Inactivo,1964-09-18,Distancia,Intensiva
4453,17d1075a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Personas que realizan trabajos varios,Quas dolore iste earum omnis rerum. Tempore ducimus quibusdam. Omnis vel amet consectetur perspiciatis.,Activo,1944-05-25,En linea,En linea
4454,17d107c8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Contable,Eaque vel rem neque. Est voluptates id ullam perferendis perferendis at. Tempora velit eveniet quaerat inventore necessitatibus.,Inactivo,1954-04-07,En linea,En linea
4455,17d10836-6944-11ed-b07a-0242ac1c0002,Licenciatura en Operador de máquinas de procesamiento de texto y mecanógrafos,Corrupti maiores excepturi inventore et odit deleniti quia. Ipsum ullam qui quo ad. Assumenda unde suscipit repellendus corrupti assumenda.,Activo,1947-01-26,En linea,Vespertina
4456,17d1089a-6944-11ed-b07a-0242ac1c0002,Tecnología en Clasificador de desechos,Mollitia quaerat repellendus laborum molestias repellat adipisci. Harum hic unde neque harum. Facilis molestiae ab et porro dolore aut.,Inactivo,1941-05-16,Presencial,En linea
4457,17d10908-6944-11ed-b07a-0242ac1c0002,Tecnología en Instructor de autoescuela,Deserunt enim soluta nam. Perferendis suscipit culpa nihil.,Inactivo,1962-09-15,Distancia,Vespertina
